fid,Organisasj,Juridisk n,Telefonnum,Epost,URL,Selskapsfo,Bransjekod,Bransje,Kommune,Besøksadr,Kontaktper,Daglig led,Etablering,Antall ans,Sum Drifts,Sum salgsi,Annen drif,Driftsresu,Varekostna,Lønnsutgi,Avskrivnin,Nedskrivin,Andre drif,Sum drif_1,Sum Drif_2,Sum salg_1,Annen dr_1,Driftsre_1,Varekost_1,Lønnsut_1,Avskrivn_1,Nedskriv_1,Andre dr_1,Sum drif_3,Sum Drif_4,Sum salg_2,Annen dr_2,Driftsre_2,Varekost_2,Lønnsut_2,Avskrivn_2,Nedskriv_2,Andre dr_2,Sum drif_5,Sum Drif_6,Sum salg_3,Annen dr_3,Driftsre_3,Varekost_3,Lønnsut_3,Avskrivn_3,Nedskriv_3,Andre dr_3,Sum drif_7,Sum Drif_8,Sum salg_4,Annen dr_4,Driftsre_4,Varekost_4,Lønnsut_4,Avskrivn_4,Nedskriv_4,Andre dr_4,Sum drif_9,Sum Drif10,Sum salg_5,Annen dr_5,Driftsre_5,Varekost_5,Lønnsut_5,Avskrivn_5,Nedskriv_5,Andre dr_5,Sum drif11,Sum Drif12,Sum salg_6,Annen dr_6,Driftsre_6,Varekost_6,Lønnsut_6,Avskrivn_6,Nedskriv_6,Andre dr_6,Sum drif13,Sum Drif14,Sum salg_7,Annen dr_7,Driftsre_7,Varekost_7,Lønnsut_7,Avskrivn_7,Nedskriv_7,Andre dr_7,Sum drif15,Sum Drif16,Sum salg_8,Annen dr_8,Driftsre_8,Varekost_8,Lønnsut_8,Avskrivn_8,Nedskriv_8,Andre dr_8,Sum drif17,result_num,osm_id,display_na,category,type,latlong,_count,_sum,_mean
"458","919385987",Alero Tannhelsesenter AS,"37501444",post@alero.no,https://alero.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Lillesand,"Senterveien 30, 4790 Lillesand",Kjell Magnus Thorvik,Kjell Magnus Thorvik,24.05.2017,"13","18479000","18398000","81000","1285000","6843000","5412000","399000","0","4540000","17194000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3115382604","30, Senterveien, Gaupemyr, Lillesand, Agder, 4790, Norge",place,house,"58.2623004,8.3966517",1228,3479.21998306084,2.83324102855118
"459","999655572",Capedel AS,"93089345",,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Oslo,"Refstadveien 60, 0589 Oslo",Johan Caspar Wohlfahrt,Johan Caspar Wohlfahrt,03.12.2012,"11","6526000","6526000","0","1282000","564000","2686000","142000","0","1852000","5244000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6136458116","60, Refstadveien, Bråten, Bjerke, Oslo, 0589, Norge",place,house,"59.942519,10.81135",1237,52242.0115747601,42.2328306990785
"460","992389265",Tannlege Anders Reinert,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Asker,"Grønsundveien 44, 1394 Nesbru",,,03.03.2008,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1375000","1375000","0","1271000","0","0","0","0","104000","104000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2826654453","44, Grønsundveien, Nesbru, Asker, Viken, 1394, Norge",place,house,"59.8711913,10.4975209",1239,21422.7961597331,17.290392380737
"461","913825608",Leth Sandvik AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Tromsø,"Kveldstuvegen 32, 9013 Tromsø",Kristin G Leth Sandvik,Kristin G Leth Sandvik,06.06.2014,"1","2956000","2795000","161000","1267000","0","1409000","55000","0","225000","1689000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3110902602","32, Kveldstuvegen, Vesterlia, Tromsø, Troms og Finnmark, 9013, Norge",place,house,"69.6448705,18.915625",1224,19544.0621626973,15.9673710479553
"462","927152630",Hygge Tannhelse AS,"51556067",post@hyggetanhelse.no,https://www.hyggetannhelse.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Stavanger,"Madlastokken 5, 4042 Hafrsfjord",Kien Giang Nguyen,Kien Giang Nguyen,27.04.2021,"3","2733000","2733000","0","1264000","212000","667000","197000","0","393000","1469000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2836125904","5, Madlastokken, Gimle, Madla, Stavanger, Rogaland, 4042, Norge",place,house,"58.952382,5.674232",1241,23787.8694237284,19.1683073519165
"463","923039015",Tannklinikken Nansetgata AS,"33183911",post@tannlegecato.nhn.no,https://sites.google.com/view/tannklinikkennansetgata/start,Privat aksjeselskap,"8623000",Tannhelsetjenester,Larvik,"Nansetgata 13, 3256 Larvik",Cato Nordahl,,17.06.2019,"4","6898000","0","6898000","1263000","1607000","2498000","342000","0","1247000","5635000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3131375820","13, Nansetgata, Batteritomta, Sanden, Larvik, Vestfold og Telemark, 3256, Norge",place,house,"59.0548308,10.0301005",1237,10485.0483529121,8.47619106945196
"464","915086799",Tannlege Ingeborg AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Oslo,"Lindealléen 17 A, 0487 Oslo",Ingeborg Kolseth,Ingeborg Kolseth,01.01.2015,"2","2318000","2318000","0","1256000","0","910000","0","0","152000","1062000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2789383091","17A, Lindealléen, Nordre Åsen, Nordre Aker, Oslo, 0487, Norge",place,house,"59.947646,10.786175",1232,62353.8349181563,50.61187899201
"465","977529271",Midt Norge Dental AS,"75113370",post@tanntekniker.no,https://tanntekniker.no/,Privat aksjeselskap,"3250000",Produksjon av medisinske og tanntekniske instrumenter og utstyr,Vefsn,"Peter Bechs gate 8, 8656 Mosjøen",Sverre Olav Kjærvik,Sverre Olav Kjærvik,02.01.1997,"7","6611000","6611000","0","1250000","799000","2871000","464000","0","1227000","5361000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","5923934668","8, Peter Bechs gate, Alfheimsjøen, Ytterøra, Mosjøen - Mussere, Vefsn, Nordland, 8656, Norge",place,house,"65.838561,13.189376",1236,8093.39000490308,6.54805016577919
"466","879807182",Tannlege Stokke AS,"33364606",franzgitter@stokketannlegekontor.nhn.no,http://stokketann.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Sandefjord,"Frederik Stangs gate 1, 3160 Stokke",Franz Cirotzki,Franz Cirotzki,02.01.1998,"3","4026000","4026000","0","1248000","552000","1497000","51000","0","678000","2778000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3119962816","1, Frederik Stangs gate, Frydenberg, Lilleborg, Stokke, Sandefjord, Vestfold og Telemark, 3160, Norge",place,house,"59.221446,10.302456",1232,3793.9713238664,3.07952217846298
"467","992421681",Tannlege Espen Opheim AS,"22554179",eopheim@live.no,http://www.tann.as/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Oslo,"Karenslyst allé 9 C, 0278 Oslo",Bjørn Espen Opheim,,02.01.2008,"6","4381000","4096000","285000","1244000","444000","1559000","280000","0","854000","3137000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","314477026","Karenslyst allé, Sofienlund, Ullern, Oslo, 0278, Norge",highway,tertiary,"59.9183398,10.6868807",1240,52159.7137813419,42.0642853075338
"468","981734106",Nilsen Espen Andreas,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Tromsø,"Strandskillet 5 B, 9008 Tromsø",,,12.04.2000,"2","3272000","3272000","0","1234000","77000","493000","0","0","1468000","2038000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6137076097","5B, Strandskillet, Skarpsno, Sørbyen, Tromsø, Troms og Finnmark, 9008, Norge",place,house,"69.64849,18.949998",1229,23499.7030040845,19.1209951213056
"469","990940851",Lill-Ann Ruud AS,"63999030",,https://www.mauratannklinikk.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Nannestad,"Mauravegen 4, 2032 Maura",Lill-Ann Ruud,Lill-Ann Ruud,07.02.2007,"2","3949000","3889000","60000","1234000","253000","1345000","30000","0","1087000","2715000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3123021447","4, Mauravegen, Stensethhagan, Steinset, Maura, Nannestad, Viken, 2032, Norge",place,house,"60.258461,11.03531",1235,3476.10353209637,2.81465873044241
"470","912809730",Triaden Tannklinikk AS,,,https://www.triadentannklinikk.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Lørenskog,"Ola Hegerbergs gate 8, 1461 Lørenskog",Nam Phuong Thi Tran,Nam Phuong Thi Tran,04.11.2013,"3","4760000","4760000","0","1230000","942000","1409000","157000","0","1022000","3530000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3124666908","8, Ola Hegerbergs gate, Skårer vest, Benterud, Lørenskog, Viken, 1461, Norge",place,house,"59.919833,10.949552",1235,21614.6682914905,17.5017557016118
"471","917323739",Pehk Holding AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Oslo,"Ryghs vei 1 A, 0786 Oslo",,,09.05.2016,"3","2671000","2270000","402000","1227000","0","918000","188000","0","338000","1444000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2799943690","1A, Ryghs vei, Jarbakken, Vestre Aker, Oslo, 0786, Norge",place,house,"59.956406,10.661535",1237,45716.6717132553,36.9576974238119
"472","924917652",Tannlege Line Omland AS,"90913207",,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Bergen,"Lyderhornsveien 353, 5171 Loddefjord",,,16.03.2020,"1","3116000","3116000","0","1225000","61000","1269000","0","0","561000","1891000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3126025623","353, Lyderhornsveien, Loddefjorddalen, Laksevåg, Bergen, Vestland, 5171, Norge",place,house,"60.3631152,5.2349823",1237,9151.38476535678,7.39804750635148
"473","976515471",Tannlege Ella Aasrum AS,"33430400",,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Sandefjord,"Andebu Sentrum 23, 3158 Andebu",Ella Aasrum,,01.01.1996,"3","4415000","3779000","637000","1224000","726000","1634000","0","0","831000","3191000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3119958163","23, Andebu Sentrum, Andebu, Sandefjord, Vestfold og Telemark, 3158, Norge",place,house,"59.304764,10.178008",1239,2147.46827527508,1.73322701797827
"474","926543849",R&S Premolar AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Bergen,"Tverrgaten 11, 5017 Bergen",Rolf Sælen,Rolf Sælen,20.01.2021,"2","2499000","2499000","0","1216000","0","1199000","0","0","84000","1283000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3125939331","11, Tverrgaten, Marken, Martensgården, Bergenhus, Bergen, Vestland, 5017, Norge",place,house,"60.3920631,5.3316048",1235,30308.0086442679,24.5408976876663
"475","914490197",Tannlege Holmen AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Kristiansand,"Nedre Lunds vei 1, 4630 Kristiansand S",Jon Olav Holmen,Jon Olav Holmen,11.10.2014,"1","5059000","5050000","9000","1206000","495000","776000","112000","0","2470000","3853000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3097699926","1, Nedre Lunds vei, Tangen, Kvadraturen, Kristiansand, Agder, 4630, Norge",place,house,"58.1506887,8.0061381",1230,18479.2686626352,15.0237956606791
"476","983900909",Atle Breistein AS,"55509495",post@abtannlegesenter.no,http://www.abtannlegesenter.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Bergen,"Gamle Kjøkkelvikveien 91, 5178 Loddefjord",Atle Breistein,Atle Breistein,01.10.2001,"4","5162000","5162000","0","1203000","535000","2197000","116000","0","1111000","3959000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3126107959","91, Gamle Kjøkkelvikveien, Brønndalen, Olsvik, Laksevåg, Bergen, Vestland, 5178, Norge",place,house,"60.3727855,5.229872",1231,13944.8552747965,11.3280708974789
"477","997416880",Hvalen Tannklinikk AS,"33468876",Post@hvaltann.no,http://hvaltann.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Sandefjord,"Jernbanealleen 35, 3210 Sandefjord",Evgeniya Mayorova,Evgeniya Mayorova,12.09.2011,"8","9908000","9908000","0","1202000","2844000","3292000","206000","0","2364000","8706000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3130226692","35, Jernbanealleen, Breidablikk, Sandefjord, Vestfold og Telemark, 3210, Norge",place,house,"59.1334334,10.2237344",1235,17564.2586235572,14.2220717599653
"478","914569362",Tannlegene Ask AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Kragerø,"Ytre strandvei 6 B, 3770 Kragerø",Pål Wolden Ask,Pål Wolden Ask,20.11.2014,"6","8017000","8017000","0","1201000","1678000","3462000","14000","0","1657000","6816000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1824932190","6B, Ytre Strandvei, Tangenheia, Biørnebyen, Kragerø, Vestfold og Telemark, 3770, Norge",place,house,"58.8682512,9.4143893",1241,3648.35512789525,2.93985102973026
"479","985286787",Tannlege Birger Nygaard Østby AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Oslo,"Akersgata 16, 0158 Oslo",Birger Nygaard-Østby,Birger Nygaard-Østby,18.12.2002,"4","6017000","6017000","0","1200000","498000","2407000","22000","0","1890000","4817000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2785920094","16, Akersgata, Akershus festning, Sentrum, Oslo, 0158, Norge",place,house,"59.911958,10.740313",1236,69329.0887142941,56.0914957235389
"480","816537142",Tor Torbjørnsen AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Ørsta,"Strandgata 5 A, 6150 Ørsta",Tor Edmund Torbjørnsen,Tor Edmund Torbjørnsen,23.10.2015,"0","1496000","1373000","124000","1197000","0","0","95000","0","204000","299000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3118823533","5A, Strandgata, Velle, Ørstavik, Ørsta, Møre og Romsdal, 6150, Norge",place,house,"62.2020923,6.1197466",1232,5898.07931524888,4.78740204159811
"481","918493972",Ortho AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Ullensaker,"Ingeborgskogen 4, 2056 Algarheim",Ester Orosz Andersen,Ester Orosz Andersen,22.01.2017,"2","4885000","4825000","60000","1196000","0","2999000","273000","0","417000","3689000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6138018634","4, Ingeborgskogen, Algarheim, Ullensaker, Viken, 2056, Norge",place,house,"60.143286,11.252064",1232,1401.71771165729,1.13775788283871
"482","911926695",Jærtannlegene AS,"51484800",maria@jaertannlegene.no,http://www.jaertannlegene.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Time,"Storgata 28, 4340 Bryne",Heidi Bøe Honningsvåg,Heidi Bøe Honningsvåg,02.05.2013,"4","4545000","4545000","0","1196000","482000","1993000","63000","0","811000","3349000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2795608339","28, Storgata, Loen, Bryne, Time, Rogaland, 4340, Norge",place,house,"58.7355001,5.6446802",1239,10493.188166664,8.46907842345761
"483","813086352",Tannlege Jon Egil T. Fiane AS,"91926210",,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Arendal,"Vestre gate 7, 4836 Arendal",Jon Egil Tønnevold Fiane,Jon Egil Tønnevold Fiane,07.01.2014,"2","4533000","4533000","0","1195000","0","1817000","108000","0","676000","3338000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3124075037","7, Vestre gate, Skytebanen, Blødekjær, Arendal, Agder, 4836, Norge",place,house,"58.4609653,8.7636242",1241,12618.4772035731,10.1679913002201
"484","889026812",Tannlegene Aasnæs AS,"33776292",,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Holmestrand,"Kostegata 1, 3070 Sande i Vestfold",Reidulf Aasnæs,Reidulf Aasnæs,22.11.2005,"7","9260000","9215000","46000","1186000","2617000","4052000","155000","0","1250000","8074000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3119942470","1, Kostegata, Rævo, Sande, Holmestrand, Vestfold og Telemark, 3070, Norge",place,house,"59.5871306,10.2065163",1235,2298.8299163226,1.86140074196162
"485","817423272",Tannlege Nilsen AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Kristiansand,"Nedre Lunds vei 1, 4630 Kristiansand S",Kristian Leonard Nilsen,Kristian Leonard Nilsen,15.06.2016,"2","5556000","5548000","8000","1182000","693000","974000","105000","0","2602000","4374000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3097699926","1, Nedre Lunds vei, Tangen, Kvadraturen, Kristiansand, Agder, 4630, Norge",place,house,"58.1506887,8.0061381",1230,18479.2686626352,15.0237956606791
"486","911908395",Finneidfjord Tannklinikk AS,"91178918",,https://www.facebook.com/Finneidfjord-Tannklinikk-1499079680303795/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Hemnes,"Storhaugvegen 2, 8642 Finneidfjord",Laila Johansen,Laila Johansen,18.03.2013,"4","5206000","5177000","29000","1181000","1466000","1547000","62000","0","950000","4025000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3095900087","2, Storhaugvegen, Tuvsletta, Sørsjøbakken, Finneidfjord, Hemnes, Nordland, 8642, Norge",place,house,"66.1867799,13.7922435",1236,300.237243279815,0.242910391003086
"487","914507693",Medoral AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Trondheim,"Grønnbakken 16, 7070 Bosberg",Attila Nagy,Attila Nagy,01.11.2014,"1","1453000","1453000","0","1180000","0","139000","0","0","134000","273000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2954614100","16, Grønnbakken, Flakkhaugen, Heimdal, Trondheim, Trøndelag, 7070, Norge",place,house,"63.4435801,10.1945265",1234,188.078093830496,0.152413366151131
"488","984084331",Sentrum Tannlegekontor AS,"32836934",,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Drammen,"Nedre Storgate 13, 3015 Drammen",Babak Teimouri,Babak Teimouri,10.12.2001,"6","3533000","3533000","0","1179000","480000","1378000","21000","0","475000","2354000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3129994030","13, Nedre Storgate, Bragernes, Drammen, Viken, 3015, Norge",place,house,"59.743085,10.207952",1234,24084.6751926038,19.5175649859026
"489","989512765",Tannlege Kirsten Øvestad AS,"51529618",,http://www.tennerogtrivsel.net/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Stavanger,"Armauer Hansens vei 11, 4011 Stavanger",Kirsten M Høiland Øvestad,Kirsten M Høiland Øvestad,15.02.2006,"3","4300000","4300000","0","1178000","683000","1713000","59000","0","667000","3122000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2837071370","11, Armauer Hansens vei, Bekkefaret, Hillevåg, Stavanger, Rogaland, 4011, Norge",place,house,"58.9541363,5.7346455",1235,35711.2939069495,28.9160274550198
"490","995701634",Ellen Grøntvedt Holding AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Trondheim,"Kongens gate 60, 7012 Trondheim",Ellen van S Grøntvedt,Ellen van S Grøntvedt,16.06.2010,"1","2795000","2795000","0","1177000","3000","1204000","6000","0","405000","1618000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6135919716","60, Kongens gate, Kalvskinnet, Midtbyen, Trondheim, Trøndelag, 7012, Norge",place,house,"63.430503,10.38663",1230,26250.1444893256,21.3415808856306
"491","915344755",Tannlege Haakon Andersen AS,,,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Tønsberg,"Grev Wedels gate 10, 3111 Tønsberg",Haakon Andersen,Haakon Andersen,22.04.2015,"2","5487000","5487000","0","1177000","1099000","1869000","0","0","1342000","4310000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3130218244","10, Grev Wedels gate, Kaldnes, Tønsberg, Vestfold og Telemark, 3111, Norge",place,house,"59.2708453,10.4087746",1232,11579.3030601069,9.3987849513855
"492","995706385",Søndre Tannhelse AS,"47340451",sondre.tannhelse@gmail.com,http://sondretannhelse.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Stjørdal,"Søndregata 8, 7500 Stjørdal",Monika Zelionkiene,,30.06.2010,"5","3219000","3219000","0","1168000","399000","1038000","87000","0","527000","2051000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3119839288","8A, Søndregata, Sandskogan, Stjørdalshalsen, Stjørdal, Trøndelag, 7500, Norge",place,house,"63.4692933,10.9205965",1230,12597.8379627131,10.2421446851326
"493","996096394",Røsjorde AS,"33462302",rosjordetannklinikk@gmail.com,http://rosjorde.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Sandefjord,"Landstads gate 25, 3210 Sandefjord",Christian Røsjorde,Christian Røsjorde,15.10.2010,"12","20602000","20718000","-116000","1159000","11268000","4654000","271000","0","3250000","19443000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6137802335","25, Landstads gate, Breidablikk, Sandefjord, Vestfold og Telemark, 3210, Norge",place,house,"59.133366,10.223094",1234,17676.2417312395,14.3243450010044
"494","998844738",Strömsö Kjeveortopedi AS,"46905681",,,Privat aksjeselskap,"8623000",Tannhelsetjenester,Drammen,"Tollbugata 5, 3044 Drammen",Sam Shams Arvini,Sam Shams Arvini,11.09.2012,"3","5366000","5366000","0","1156000","320000","1829000","392000","0","1669000","4210000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3130061150","5, Tollbugata, Marienlyst, Strømsø, Drammen, Viken, 3044, Norge",place,house,"59.739172,10.203843",1238,24439.4442886263,19.7410697000213
"495","998844738",Strömsö Kjeveortopedi AS,"32200040",post@globustannhelse.no,http://www.globustannhelse.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Drammen,"Torgeir Vraas plass 2, 3044 Drammen",Sam Shams Arvini,Sam Shams Arvini,11.09.2012,"3","5366000","5366000","0","1156000","320000","1829000","392000","0","1669000","4210000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3130033877","2, Torgeir Vraas plass, Marienlyst, Strømsø, Drammen, Viken, 3044, Norge",place,house,"59.739165,10.201637",1230,24144.6673222408,19.6298108310901
"496","992125713",Tannlege Morten Ausland Eriksen AS,,post@follotannlegesenter.no,http://www.follotannlegesenter.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Nordre Follo,"Idrettsveien 5, 1400 Ski",Morten Ausland Eriksen,Morten Ausland Eriksen,13.12.2007,"5","7662000","7662000","0","1152000","1719000","3250000","116000","0","1425000","6510000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2834520711","5, Gågata i Ski, Nordre Finstad, Finstad, Ski, Nordre Follo, Viken, 1400, Norge",place,house,"59.7194574,10.8376372",1235,15581.9768431047,12.6169852980605
"497","989512803",Tannlege Gro Knudsen AS,"51529618",,http://www.tennerogtrivsel.no/,Privat aksjeselskap,"8623000",Tannhelsetjenester,Stavanger,"Armauer Hansens vei 11, 4011 Stavanger",Gro Christin Knudsen,Gro Christin Knudsen,15.02.2006,"1","3231000","3231000","0","1148000","1115000","856000","0","0","112000","2083000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2837071370","11, Armauer Hansens vei, Bekkefaret, Hillevåg, Stavanger, Rogaland, 4011, Norge",place,house,"58.9541363,5.7346455",1235,35711.2939069495,28.9160274550198
